id,Churn,Mais65anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,MaisDeUmaLinhaTelefonica,Internet,SegurancaOnline,BackupOnline,SeguroDispositivo,SuporteTecnico,TVaCabo,StreamingFilmes,TipoContrato,ContaCorreio,MetodoPagamento,MesesCobrados
617,Nao,1,Nao,Nao,66,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoCredito,102.85
618,Nao,0,Nao,Nao,57,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,DebitoEmConta,87.55
619,Nao,0,Nao,Nao,7,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,78.55
620,Nao,1,Sim,Sim,10,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,34.55
621,Nao,0,Nao,Nao,62,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,UmAno,Sim,BoletoEletronico,92.05
622,Nao,0,Sim,Sim,40,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,UmAno,Sim,BoletoEletronico,85.05
623,Nao,0,Nao,Nao,20,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.7
624,Sim,0,Nao,Nao,7,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,DebitoEmConta,20.0
625,Nao,0,Sim,Nao,25,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.15
626,Nao,0,Sim,Nao,23,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,84.25
627,Nao,1,Sim,Nao,66,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,UmAno,Nao,CartaoCredito,104.6
628,Nao,1,Nao,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,BoletoEletronico,111.65
629,Sim,1,Sim,Nao,49,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Nao,CartaoCredito,90.05
630,Sim,1,Sim,Sim,43,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,110.75
631,Nao,0,Sim,Nao,46,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,55.0
632,Nao,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,89.85
633,Nao,0,Nao,Nao,10,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,20.35
634,Nao,0,Nao,Nao,40,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,54.55
635,Sim,0,Sim,Sim,65,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,105.5
636,Nao,0,Nao,Nao,31,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,99.45
637,Nao,0,Sim,Nao,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,DoisAnos,Nao,CartaoCredito,70.9
638,Sim,1,Sim,Sim,56,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,104.55
639,Sim,0,Sim,Nao,10,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,85.25
640,Nao,0,Sim,Sim,68,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,25.4
641,Sim,0,Sim,Sim,43,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,56.15
642,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,89.55
643,Nao,1,Nao,Nao,49,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,UmAno,Sim,DebitoEmConta,89.85
644,Nao,0,Sim,Sim,15,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,BoletoEletronico,25.25
645,Sim,1,Sim,Nao,20,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,94.55
646,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,45.7
647,Nao,0,Sim,Sim,50,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Nao,UmAno,Sim,BoletoEletronico,69.65
648,Sim,1,Nao,Nao,2,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Nao,BoletoEletronico,89.5
649,Nao,1,Nao,Nao,24,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,70.0
650,Sim,0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,69.55
651,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,Boleto,74.6
652,Nao,0,Sim,Sim,35,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,20.1
653,Nao,0,Nao,Nao,17,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,24.8
654,Sim,1,Nao,Nao,8,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,BoletoEletronico,19.65
655,Nao,0,Nao,Nao,10,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,CartaoCredito,95.1
656,Nao,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoCredito,88.85
657,Nao,0,Sim,Nao,45,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Sim,Sim,UmAno,Nao,DebitoEmConta,78.8
658,Sim,0,Sim,Sim,2,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,19.85
659,Nao,0,Sim,Nao,37,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,DebitoEmConta,20.35
660,Sim,0,Nao,Nao,4,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,24.25
661,Nao,0,Nao,Nao,10,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,45.25
662,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.05
663,Nao,0,Sim,Sim,65,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Sim,DoisAnos,Sim,Boleto,69.55
664,Nao,0,Sim,Sim,57,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,19.5
665,Nao,0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,Boleto,74.75
666,Sim,0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,69.65
667,Nao,0,Nao,Nao,49,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,30.2
668,Sim,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,45.65
669,Nao,0,Sim,Nao,70,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,57.8
670,Nao,0,Sim,Sim,53,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Sim,DebitoEmConta,19.85
671,Nao,0,Sim,Sim,53,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,25.55
672,Sim,0,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,75.05
673,Nao,0,Nao,Nao,22,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,CartaoCredito,24.85
674,Sim,1,Nao,Nao,52,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,49.15
675,Nao,1,Nao,Nao,65,Sim,Sim,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,BoletoEletronico,110.35
676,Nao,0,Nao,Nao,48,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,DebitoEmConta,24.55
677,Sim,0,Nao,Nao,2,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,34.7
678,Nao,0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Nao,Boleto,107.95
679,Nao,0,Sim,Nao,45,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,81.4
680,Sim,0,Sim,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,BoletoEletronico,80.0
681,Nao,0,Sim,Sim,61,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,73.8
682,Nao,0,Nao,Nao,3,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,CartaoCredito,64.4
683,Nao,1,Nao,Nao,40,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoCredito,103.75
684,Nao,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,71.1
685,Nao,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,49.9
686,Nao,0,Nao,Nao,51,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Sim,DebitoEmConta,24.6
687,Sim,1,Nao,Nao,2,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,49.25
688,Nao,0,Nao,Nao,52,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,UmAno,Nao,Boleto,30.1
689,Nao,0,Nao,Nao,51,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,DebitoEmConta,83.4
690,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,20.45
691,Nao,0,Sim,Sim,31,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,UmAno,Sim,DebitoEmConta,75.25
692,Nao,0,Nao,Sim,47,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,CartaoCredito,20.55
693,Sim,0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,75.1
694,Nao,1,Nao,Nao,22,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Sim,Boleto,20.05
695,Nao,0,Sim,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,20.65
696,Nao,0,Sim,Nao,72,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,85.15
697,Sim,0,Sim,Sim,3,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,50.15
698,Nao,1,Sim,Sim,47,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,UmAno,Sim,DebitoEmConta,84.95
699,Nao,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,DoisAnos,Sim,CartaoCredito,66.5
700,Nao,0,Sim,Sim,66,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Nao,DoisAnos,Sim,DebitoEmConta,63.3
701,Nao,0,Nao,Nao,35,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,83.15
702,Nao,0,Nao,Nao,29,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,84.9
703,Nao,0,Nao,Nao,2,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,20.55
704,Nao,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,49.25
705,Sim,0,Nao,Nao,25,Sim,Nao,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,79.85
706,Nao,0,Nao,Nao,65,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Sim,Boleto,59.6
707,Nao,1,Nao,Nao,27,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,104.65
708,Nao,0,Sim,Nao,29,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,75.3
709,Nao,0,Sim,Sim,29,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Nao,CartaoCredito,80.1
710,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,19.55
711,Nao,0,Sim,Nao,20,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Nao,Nao,Mensalmente,Sim,Boleto,81.0
712,Nao,0,Nao,Nao,58,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,CartaoCredito,24.7
713,Nao,0,Nao,Sim,14,Sim,Sim,FibraOptica,Sim,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,Boleto,86.0
714,Nao,0,Sim,Nao,72,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,25.4
715,Nao,0,Nao,Nao,46,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,CartaoCredito,89.15
716,Nao,0,Sim,Nao,71,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,58.25
717,Nao,0,Nao,Nao,32,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,85.65
718,Nao,0,Nao,Nao,26,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoCredito,50.35
719,Nao,1,Sim,Nao,68,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,80.35
720,Nao,0,Sim,Sim,2,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,20.2
721,Nao,0,Sim,Sim,61,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,20.55
722,Sim,0,Sim,Sim,4,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,85.95
723,Sim,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,45.35
724,Sim,1,Sim,Nao,33,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,94.5
725,Nao,1,Sim,Nao,9,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,21.25
726,Nao,0,Nao,Nao,22,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,26.25
727,Nao,0,Sim,Sim,5,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,80.85
728,Sim,1,Nao,Nao,30,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,91.7
729,Nao,0,Nao,Nao,65,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Sim,DoisAnos,Sim,CartaoCredito,74.2
730,Sim,0,Nao,Nao,45,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,87.25
731,Nao,0,Nao,Nao,5,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.35
732,Nao,0,Sim,Sim,25,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,75.5
733,Nao,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,DoisAnos,Nao,DebitoEmConta,79.05
734,Nao,0,Sim,Nao,27,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Nao,DebitoEmConta,90.15
735,Nao,0,Sim,Sim,32,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,CartaoCredito,50.6
736,Nao,0,Nao,Nao,30,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Nao,CartaoCredito,110.45
737,Nao,0,Sim,Nao,70,Sim,Nao,FibraOptica,Sim,Sim,Sim,Sim,Nao,Sim,DoisAnos,Nao,CartaoCredito,101.0
738,Nao,1,Nao,Nao,42,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,79.35
739,Nao,1,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,89.85
740,Nao,0,Nao,Nao,47,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,DoisAnos,Sim,Boleto,65.0
741,Nao,0,Nao,Nao,2,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,80.45
742,Sim,0,Nao,Nao,10,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Nao,BoletoEletronico,98.55
743,Nao,0,Sim,Sim,61,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,Boleto,24.1
744,Nao,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,44.05
745,Nao,1,Sim,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoCredito,110.8
746,Nao,1,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,114.95
747,Nao,1,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,Boleto,75.05
748,Nao,0,Sim,Nao,48,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.25
749,Nao,0,Nao,Nao,63,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Nao,UmAno,Sim,CartaoCredito,90.05
750,Nao,0,Nao,Nao,27,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,56.7
751,Nao,0,Sim,Sim,70,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,CartaoCredito,80.15
752,Nao,0,Sim,Sim,7,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Mensalmente,Sim,CartaoCredito,71.35
753,Nao,0,Nao,Sim,0,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,20.25
754,Nao,0,Sim,Nao,2,Sim,Nao,FibraOptica,Sim,Sim,Nao,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,90.35
755,Sim,1,Nao,Nao,20,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,98.55
756,Nao,0,Nao,Nao,66,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,19.7
757,Nao,0,Nao,Nao,3,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,19.85
758,Sim,0,Nao,Sim,15,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,85.9
759,Nao,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Sim,DebitoEmConta,90.35
760,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.8
761,Sim,0,Nao,Nao,22,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Nao,BoletoEletronico,89.25
762,Sim,0,Sim,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,70.3
763,Nao,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,DoisAnos,Nao,DebitoEmConta,66.85
764,Nao,0,Sim,Sim,65,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.9
765,Nao,0,Nao,Nao,11,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,Boleto,35.8
766,Nao,0,Nao,Nao,22,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,78.85
767,Nao,0,Nao,Nao,14,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,DebitoEmConta,20.4
768,Nao,0,Nao,Nao,41,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.25
769,Nao,0,Sim,Nao,17,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Sim,UmAno,Nao,Boleto,64.8
770,Nao,0,Nao,Nao,11,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,CartaoCredito,20.45
771,Sim,0,Nao,Nao,15,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,93.35
772,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,19.9
773,Sim,0,Sim,Nao,5,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,Boleto,88.9
774,Sim,0,Sim,Nao,33,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,BoletoEletronico,95.8
775,Nao,0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,CartaoCredito,110.65
776,Nao,0,Sim,Sim,3,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Nao,Boleto,40.3
777,Sim,0,Nao,Nao,2,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,82.0
